NAME	DESCRIPTION	WT01-1	WT01-2	WT01-3	WT02-1	WT02-2	WT02-3	WT03-1	WT03-2	WT03-3	WT04-1	WT04-2	WT04-3	cir101-1	cir101-2	cir101-3	cir102-1	cir102-2	cir102-3	cir103-1	cir103-2	cir103-3	cir104-1	cir104-2	cir104-3
CNAG_04548	na	2.57666370819496	9.96637901375598	3.00120545482378	1.02310907757117	4.77960534902033	3.98267577702416	3.21253994031829	3.12782031565605	1.63927823965586	4.44893723614519	0.995568349312225	8.35470541179003	7.50454553211447	2.65024751975265	5.49890816670263	2.46000365733594	7.03740372007925	2.66587561273596	3.0362649528386	5.9842010275604	0.919283953253201	5.96261315254891	4.02663254552503	4.60772855823189
CNAG_07303	na	0	0	0	0	1.91184213960813	0	0	0	0	4.44893723614519	0	0	0	0	1.09978163334053	0	0	0	0	0	1.8385679065064	0	0	0
CNAG_07304	na	24.907749179218	39.8655160550239	22.0088400020411	35.8088177149908	21.0302635356894	16.9263720523527	20.3460862886825	38.3157988667866	36.0641212724288	27.5834108641002	28.8714821300545	19.4943126275101	21.5755684048291	22.0853959979388	20.89585103347	23.7800353542474	25.0218798936151	21.3270049018877	27.3263845755474	12.9657688930475	42.2870618496472	24.8442214689538	26.8442169701668	11.5193213955797
CNAG_00001	na	0.858887902731654	0	0	0	0.955921069804066	1.99133788851208	0	2.34586523674204	0.819639119827928	1.77957489445808	0.995568349312225	8.35470541179003	2.81420457454293	1.7668316798351	2.19956326668105	3.28000487644792	0.781933746675472	3.55450081698128	0	0.997366837926733	0.919283953253201	2.98130657627446	1.34221084850834	8.0635249769058
CNAG_07305	na	29.2021886928762	15.402585748532	10.0040181827459	25.5777269392791	20.0743424658854	16.9263720523527	29.9837061096374	14.8571464993662	19.6713388758703	8.00808702506134	20.9069353355567	19.4943126275101	8.44261372362878	10.6009900790106	19.7960694001295	11.4800170675677	8.60127121343019	6.22037642971725	28.3384728931602	11.9684020551208	9.19283953253201	11.9252263050978	8.05326509105005	18.4309142329275
CNAG_00002	na	382.205116715586	339.762920923499	425.170772766703	432.775139812603	457.886192436147	470.951410633107	486.164377634835	472.300867664064	402.442807835512	348.796679313783	350.440058957903	479.003110275962	192.303979260433	148.413861106149	196.860912367954	184.500274300196	210.340177855702	163.507037581139	228.731959780508	253.33117683339	240.852395752339	259.373672135878	204.016048973268	170.48595665458
CNAG_00003	na	365.027358660953	371.474126876359	379.152289126071	429.70581257989	414.869744294965	461.990390134802	402.638339186559	397.233180088319	395.066055757061	340.788592288722	402.209613122139	426.089976001292	368.660799265123	399.303959642733	477.305228869789	315.700469358112	284.623883789872	282.582814950012	318.807820048053	295.220584026313	320.830099685367	222.604224361826	259.04669376211	226.93063149292
CNAG_00004	na	692.263649601713	673.183600656427	656.263592788134	773.470462643801	710.249354864421	797.530824349087	694.979473755524	618.526467420984	689.316499775287	782.123166114324	696.897844518557	829.900737571143	679.161370656359	603.373018663687	718.157406571364	623.200926525105	609.126388660193	525.177495708985	682.147526071071	543.564926670069	498.251902663235	541.604028023193	507.355700736153	476.899905777
CNAG_00005	na	0	0	0	0	0.955921069804066	0	0	0.781955078914013	0	0.889787447229038	1.99113669862445	2.78490180393001	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_12001	na	12.8833185409748	10.872413469552	13.0052236375697	15.3466361635675	19.1184213960813	8.96102049830435	22.487779582228	34.4060234722166	17.2124215163865	21.3548987334969	21.9025036848689	58.4829378825302	37.5227276605723	30.0361385571967	46.1908286003021	12.3000182866797	24.2399461469396	12.4407528594345	30.362649528386	29.921005137802	29.4170865041024	34.7819100565353	18.7909518791168	23.0386427911594
CNAG_00006	na	4852.71665043384	4809.23089136516	4735.90220771193	4581.48244936368	4311.20402481634	4010.55450746333	4275.89066056365	4348.45219384083	4624.40391406917	4902.728834232	4549.74735635687	4734.33306668102	4290.72390798645	4253.64726920301	5333.94092170156	3993.40593707534	4449.98495233011	4373.81325529547	4254.81928724449	4344.52994600885	4059.55793756613	5464.73495431108	5002.41983239059	5116.88256391651
CNAG_00007	na	3559.23146891997	3170.2145608302	3438.38104940978	3993.19472976026	3883.90730661392	3786.52899500572	3448.1262026083	3522.70763050763	3471.17167247127	3467.50168185156	3451.63546706548	3534.04038918718	2178.19434069622	2230.62499579182	2418.41981171582	2419.82359759945	2526.42793550845	2440.16481085765	2921.89897294834	2929.26640299081	2921.48440343867	2719.94536642106	2700.52822719878	2679.39415661184
CNAG_00008	na	1946.23998758993	1960.65856234254	1912.76827654103	2207.86938939858	2007.43424658854	2174.54097425519	1932.87819742484	1858.70722257861	1830.25415457576	1916.60216133135	2053.85750463112	1913.22753929992	1746.68297259964	1711.1764819203	1550.69210301014	1785.96265522589	1735.11098387287	1734.59639868687	1575.82151052323	1607.75534273789	1598.63479470732	1546.30434422768	1569.04448190625	1544.74099914724
CNAG_00009	na	1060.72655987359	1099.01979488055	1109.44561646653	1024.13218664874	1027.61515003937	1068.35277718673	949.840975687442	875.007733304781	958.158131078848	882.669147651206	979.639255723229	930.157202512624	883.660236406479	891.366582476809	933.714606706107	926.601377596538	851.525850129589	936.610965274568	827.888243807324	775.951399906998	797.938471423778	874.516595707174	795.931033165447	860.493308249805
CNAG_00010	na	1583.78929263717	1373.54823498673	1506.60513832154	1806.81063099068	1903.23884997989	2139.69256120623	1652.31637597038	1378.58680412541	1454.03979857474	1357.81564447151	1299.21669585245	1225.3567937292	3369.5409439194	3767.76855724835	3184.96761015417	3555.52528606955	3442.07235286543	3476.3017990077	2896.59676500802	2987.11367959056	2816.68603276781	2324.42536063532	2343.50014149557	2533.09877488798
CNAG_00011	na	398.523986867487	404.997401740811	366.147065488502	389.804558554614	324.057242663578	290.735331722763	523.644010271882	581.774578712026	538.502901726948	614.843126035265	593.358736190086	551.410557178142	1403.35001450541	1424.06633394709	1363.72922534225	1173.42174454924	1074.3769679321	1152.54688990618	1208.43345122976	1227.75857748781	1142.66995389373	1186.56001735723	1123.43048020148	1093.18360044051
CNAG_00012	na	1495.32383865581	1424.28616451131	1333.53562376003	1314.69516467895	1181.51844227783	1271.46924181496	1135.09744557913	1121.32358316269	1163.06791103583	1303.53861019054	1186.71747238017	1225.3567937292	1830.17104164442	1901.99430334249	1908.12113384581	1446.48215051353	1652.22600672527	1602.19124325431	1338.99284420182	1338.46629649768	1380.76449778631	1562.20464596782	1587.83543378537	1574.69123477575
CNAG_00013	na	730.054717321906	827.209458141746	643.258369150564	692.644845515679	592.671063278521	527.704540455701	760.301119208663	645.112940104061	718.003868969265	700.262720969253	655.083973847444	632.172709492113	644.45284757033	638.709652260389	718.157406571364	539.560802175683	539.534285206076	550.947626632099	637.615640096105	809.861872396507	636.144495651215	780.108554125149	758.349129407213	700.374740851247
CNAG_00014	na	231.040845834815	196.609476907732	222.08920365696	225.083997065656	228.465135683172	232.986532955913	244.15303546419	244.751939700086	256.547044506141	304.307306952331	249.887655677368	242.286456941911	215.755684048291	248.239851016832	239.752396068235	166.460247479732	198.61117165557	228.376677491047	223.671518192443	244.35487529205	193.049630183172	199.747540610389	242.94016358001	276.463713493913
CNAG_00015	na	127.115409604285	146.777581838952	139.055852740169	66.5020900421258	83.1651330729537	98.5712254813479	133.855830846596	165.774476729771	127.863702693157	132.578329637127	133.406158807838	150.384697412221	334.890344370608	303.01163309172	349.730559402288	168.100249917956	149.349345615015	143.068657883497	186.224250440767	182.518131340592	158.116839959551	145.09025337869	112.745711274701	132.472196049167
CNAG_00016	na	2529.42487354472	2531.46026949402	2408.96757840522	2793.08778176928	2686.13820614942	2487.18102275159	2305.53283050176	2309.89530311199	2435.9674641286	2086.55156375209	2107.61819549398	2255.77046118331	1596.59206195735	1515.94158129852	1599.08249487713	1692.48251624713	1577.9423007911	1564.86898467601	1834.91611983212	1919.93116300896	1850.51859789869	1818.59701152742	1942.17909779157	1936.39792659695
CNAG_00017	na	251.654155500375	243.723268609123	232.093221839706	248.615505849793	292.511847360044	274.804628614667	299.837061096374	274.466232698819	263.923796584593	316.764331213538	379.311541087958	284.059984000861	395.864776819038	357.783415166608	281.544098135175	301.760448633209	325.284438616996	311.018821485862	393.702355551405	361.046795329477	326.345803404886	287.199200181106	277.837645641227	298.350424145515
CNAG_12002	na	10.3066548327798	7.24827564636798	8.00321454619676	5.11554538785583	7.64736855843253	5.97401366553624	10.7084664677276	5.47368555239809	13.9338650370748	7.1182995778323	8.96011514381002	11.13960721572	3.75227276605723	11.4844059189282	4.39912653336211	2.46000365733594	0.781933746675472	6.22037642971725	9.10879485851579	6.98156786548713	4.596419766266	2.98130657627446	13.4221084850834	11.5193213955797
CNAG_00018	na	2369.67172363663	2312.19993119139	2329.93583476153	2422.72229568852	2260.75333008662	2352.76571527702	1906.10703125552	1869.65459368341	1743.372407874	1953.08344666774	1923.43805087122	1924.36714651564	2611.58184517583	2774.80915318103	2626.27854041718	2639.58392432146	2677.34114861682	2855.15278124022	2524.14826412649	2531.31703465805	2668.68131629404	2495.35360434172	2386.45088864783	2454.76738939804
CNAG_00019	na	1488.45273543396	1726.90167274717	1666.66942924547	1689.15308706999	2046.6270104505	2042.11700466914	1586.99473051724	1566.25602306477	1468.79330273165	1601.61740501227	1479.41456707797	1615.24304627941	1468.07671971989	1447.03514578495	1512.19974584322	1470.26218586778	1484.89218493672	1800.35466380102	1705.36881517768	1756.36300158898	1683.20891840661	2018.34455213781	1799.90474784969	1449.13063156393
CNAG_00020	na	614.963738355864	641.472394703567	699.280870973942	586.241501448278	601.274352906757	660.128510041754	591.107349018566	577.082848238542	582.763414197657	702.042295863711	642.141585306385	643.312316707833	603.1778471437	712.916582813463	478.405010503129	653.540971632248	666.207552167502	749.111047178805	631.543110190428	593.433268566406	672.915853781343	578.373475797245	677.816478496713	686.551555176551
CNAG_00021	na	202.69754504467	218.354303846836	231.092820021431	242.476851384366	251.407241358469	317.618393217676	247.365575404509	213.473736543526	187.697358440595	189.524726259785	171.237756081703	158.739402824011	133.205683195032	158.131435345242	153.969428667674	267.320397430506	227.542720282562	228.376677491047	180.15172053509	181.520764502665	226.143852500287	198.75377175163	187.909518791168	206.195852980877
CNAG_12004	na	0	0	0	0	0	0	0	0	0	0	0.995568349312225	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00022	na	1195.57196060246	1260.29392801223	1231.49463829603	1253.30862002468	1497.92831638297	1499.47743004959	1099.75950623563	1107.24839174224	1047.49879514009	1201.2130537592	998.555054360161	1445.36403623968	2645.35230007035	2558.37227240123	3058.49272232001	2872.46427054927	2827.47242797851	2878.25703655059	2338.93610200333	2622.07741690938	2448.05316751327	2863.04808208224	2206.59463494771	2265.85051851053
CNAG_00023	na	84.1710144677021	75.2008598310678	103.041387282283	87.9873806711202	108.975001957663	88.6145360387875	169.193770190097	165.774476729771	239.334622989755	282.952408218834	251.878792375993	116.96587576506	191.365911068919	175.799752143593	216.656981768084	158.260235288612	113.380393267943	141.291407475006	189.260515393606	177.531297150958	154.439704146538	124.221107344769	120.798976365751	124.408671072261
CNAG_00024	na	7447.41700458617	6811.56703867431	7282.92523703905	7192.45681532529	7591.92513638389	8049.98341431008	6518.24353890582	5825.5653379094	5908.77841483953	6288.12788956761	5640.89026720306	6371.85532739187	5797.26142355843	5715.70048426655	5953.11798127227	7635.03135115165	8191.53793017225	8333.52716541262	7023.89292423328	6873.85224699104	7299.11458883041	8113.12896290155	8849.1961242155	8968.94363859837
CNAG_00025	na	1153.48645336861	1228.58272205937	1139.45767101476	1209.31492968912	1156.66449446292	1062.37876352119	1402.80910727232	1360.60183731038	1369.61696923247	1595.38889288167	1465.47661018759	1361.81698212178	1660.38069898033	1677.60668000343	1561.68991934355	1629.3424223755	1624.07639184496	1579.97561314818	1542.42259604201	1361.40573376999	1462.58076962584	1207.42916339115	1250.94051080978	1222.20000007101
CNAG_00026	na	5551.85140325741	5447.98518270134	5671.27790779868	6945.88752763064	7505.89224010152	7891.67205217337	7336.37037704021	6584.06176445599	6557.11295862342	5634.13411585427	5576.17832449777	6316.15729131326	6071.1773354806	6033.73018663687	6036.70138540615	6558.36975045762	6831.7551447036	6395.43559495357	5704.12975806611	5794.70132835432	6074.62836309715	5157.66037695481	5813.11518488963	5441.72742727186
CNAG_00027	na	1071.03321470637	947.712040762614	989.397398273574	970.930514615036	877.535542080132	943.894159154725	941.27420251326	1006.37618656233	1043.40059954095	1122.91175840305	1092.13847919551	1047.12307827768	850.827849703478	834.827968722086	762.148671904985	701.921043559855	694.357167047819	762.440425242485	838.009126983452	829.809209155042	808.050594909564	762.220714667503	799.957665710972	800.59283699279
CNAG_00028	na	653.613693978788	783.719804263538	659.264798242958	678.321318429683	636.643432489508	726.838329306909	504.368770629972	473.864777821892	493.422750136413	523.195018970674	558.513843964158	492.927619295612	457.777277458982	543.300741549294	480.60457376981	416.560619308886	366.726927190797	390.106464663696	358.279264434954	400.941468846547	402.646371524902	367.694477740516	327.499447036036	320.237134797116
CNAG_00029	na	158.894262005356	182.112925614996	152.061076377738	165.743670566529	175.889476843948	166.276713690759	114.580591204686	164.992521650857	157.370711006962	144.145566451104	138.384000554399	142.029992000431	194.180115643462	189.934405582273	200.160257267976	159.080236507724	161.860285561823	127.962029411326	199.381398569734	186.507598692299	186.6146425104	180.865932293984	163.749723518018	173.941753073254
CNAG_00030	na	113.373203160578	133.187065002012	120.048218192951	124.819307463682	112.79868623688	102.553901258372	92.0928116224577	73.5037774179172	80.3246337431369	87.1991698284457	79.645467944978	100.25646494148	106.001705641117	145.763613586396	122.075761300798	93.4801389787657	98.5236520811095	130.627905024062	67.809917280062	43.8841408687762	47.8027655691664	70.5575889718288	59.0572773343671	70.2678605130363
CNAG_00031	na	619.258177869522	746.572391575902	632.253949149544	746.869626626951	718.852644492657	799.522162237599	723.892333218389	605.233231079446	650.793461143375	649.544836477198	606.301124731145	634.957611296043	585.354551504929	566.26955338715	543.29212687022	527.260783889003	550.481357659532	518.957119279267	491.874922359852	572.488564969945	546.054668232401	522.722419706788	489.906959705545	532.192648475783
CNAG_00032	na	90.1832297868236	75.2008598310678	90.0361636447135	86.9642715935491	96.5480280502106	75.670839763459	96.3761982095488	57.864675839637	90.1603031810721	87.1991698284457	87.6100147394758	91.9017595296904	59.0982960654014	66.2561879938163	93.4814388339448	49.2000731467188	58.6450310006604	45.3198854165114	60.7252990567719	46.8762413825564	67.1077285874837	26.8317591864701	38.9241146067419	69.1159283734783
CNAG_00033	na	0	7.24827564636798	2.00080363654919	9.20798169814049	0	7.96535155404831	0	4.69173047348408	2.45891735948378	1.77957489445808	3.9822733972489	0	0.938068191514308	3.5336633596702	1.09978163334053	13.9400207249037	1.56386749335094	0	4.04835327045146	6.98156786548713	2.7578518597596	0	2.68442169701668	1.15193213955797
CNAG_07306	na	12.8833185409748	6.34224119057199	1.00040181827459	1.02310907757117	7.64736855843253	10.9523583868164	7.49592652740935	6.25564063131211	0	5.33872468337423	17.92023028762	11.13960721572	7.50454553211447	10.6009900790106	8.79825306672421	7.38001097200782	3.90966873337736	9.77487724669853	15.181324764193	8.97630154134059	16.5471111585576	1.9875377175163	4.02663254552503	2.30386427911594
CNAG_00034	na	43809.2952546335	46700.6399895489	46045.4944897248	52663.5166588982	58186.9155189735	55046.5532521394	43255.779449739	40989.3032815937	41433.5771464216	35912.7111576112	35141.5715940229	39648.6469825516	33472.1492096136	32386.0246913774	40153.0274332626	41465.8216480546	42258.8274053292	40531.0841908333	40669.7569549554	45573.6802922241	45914.5563291844	48262.3846255897	44882.1885632705	43547.6426038496
CNAG_00035	na	93.6187813977503	89.6974111238038	110.044200010205	106.403344067401	106.107238748251	102.553901258372	91.021964975685	122.7669473895	118.028033255222	126.349817506523	151.326389095458	147.599795608291	98.4971601090024	105.126484950189	140.772049067587	99.2201475125496	86.0127121343019	100.414648079721	95.1363018556093	96.7445832788931	70.7848644004965	80.4952775594103	102.008024486634	61.0524033965725
CNAG_00036	na	456.069476350508	462.077572455959	463.186041861137	320.233141279775	352.7348747577	272.813290726155	632.870368242704	858.586676647587	958.158131078848	1152.2747441616	909.949471271373	949.651515140134	666.028415975159	568.919800906903	641.172692237527	422.30062784267	430.06356067151	380.331587416997	876.468483052741	737.054093227856	621.435952399164	635.018300746459	718.082803951963	793.681244155442
